query_seq,closest_neighbor,min_dist,neighborhood_mean,neighborhood_median
G000307855,['G000307875'],0.23010999999999998,0.24817419999999998,0.243761
G000307875,['G000612625'],0.178173,0.2231696,0.23010999999999998
G000307915,"['G000173555', 'G000974245']",0.00524853,0.089162096,0.0424645
G000307995,['G000599945'],0.016555200000000003,0.025326790000000002,0.02185
G000308055,['G001070095'],0.0307758,0.19564466,0.263022
G000308195,"['G000067205', 'G001457475', 'G900129885']",0.197292,0.20867639999999998,0.21089699999999997
G000308215,['G001421185'],0.219531,0.2784483,0.295981
G000308255,['G000312325'],0.00028831,0.148423631,0.16048400000000002
G000308275,['G900119705'],0.13538,0.18488269999999998,0.18058449999999998
G000308295,['G000314675'],0.13097899999999998,0.1989162,0.2072505
G000308315,"['G000621525', 'G001467745', 'G001467765', 'G001648675']",0.219531,0.23463,0.2369355
G000308355,['G000719275'],0.000191626,0.1442779626,0.167688
G000308395,['G000934225'],0.00557568,0.011286404,0.006875445
G000308495,['G000308675'],0.101551,0.1830052,0.1945115
G000308515,['G000720425'],0.161822,0.1932215,0.197292
G000308595,['G001182745'],0.142009,0.1729121,0.178173
G000308615,"['G000308875', 'G001865855']",0.197292,0.21268749999999997,0.21089699999999997
G000308635,['G000308655'],0.156619,0.17764,0.18022100000000002
G000308655,['G001865855'],0.11197,0.1749546,0.182467
G000308675,['G000308495'],0.101551,0.1871312,0.197292
G000308695,['G001310275'],0.13538,0.1684825,0.170926
G000308715,['G000250675'],0.140258,0.1683934,0.16930699999999999
G000308755,['G001612765'],0.12571500000000002,0.1640395,0.16930699999999999
G000308795,"['G000308355', 'G000719275']",0.138572,0.1623525,0.167688
G000308835,['G000308695'],0.18226900000000001,0.1915933,0.19173099999999998
G000308855,['G001613505'],0.132399,0.1814858,0.18978050000000002
G000308875,['G000526215'],0.145727,0.1718041,0.178173
G000309075,['G000007025'],0.11288699999999999,0.1416444,0.142905
G000309315,['G000238095'],0.243761,0.2610959,0.263022
G000309385,['G000763385'],0.151946,0.2618068,0.263022
G000309425,['G001867535'],4.769060000000001e-05,0.00038874066,0.0004589425
G000309465,['G000309485'],0.051144800000000004,0.18359671,0.205631
G000309485,['G000300695'],0.0391011,0.18546179,0.205631
G000309565,['G000472345'],0.00167981,0.011082694,0.013848550000000001
G000309585,['G000155515'],0.00655869,0.012830003999999999,0.015135800000000001
G000309605,['G000410175'],0.0122141,0.01454072,0.014818749999999999
G000309705,['G000014525'],0.013305899999999999,0.0169506,0.017920850000000002
G000309765,['G000474615'],0.00257463,0.014710563000000001,0.01594545
G000309865,['G000302455'],0.12100999999999999,0.2068437,0.18226900000000001
G000309885,['G001399775'],0.12100999999999999,0.1361764,0.1324215
G000309945,"['G000374645', 'G001895925', 'G001904635']",0.263022,0.2860933,0.295981
G000310145,['G001051995'],0.145727,0.1960341,0.21089699999999997
G000310185,['G001051995'],0.132399,0.1811448,0.1945115
G000310245,['G001829605'],0.014150200000000002,0.12774683,0.1745495
G000311725,['G000772965'],0.197292,0.2339657,0.243761
G000311745,['G000173355'],0.12100999999999999,0.1560496,0.155421
G000311765,['G000011685'],0.18226900000000001,0.2053539,0.203604
G000311785,"['G000454065', 'G000948185']",0.243761,0.2591698,0.263022
G000311825,['G000321025'],0.109331,0.1504187,0.156619
G000311845,['G000321165'],0.170926,0.22617109999999999,0.23010999999999998
G000311865,['G000378725'],0.140258,0.1527377,0.153198
G000311905,['G000607205'],7.15897e-05,0.00299328557,0.00316966
G000311925,['G000210575'],0.147707,0.1888547,0.19088850000000002
G000311985,['G001286805'],0.09204789999999999,0.17507809,0.1762905
G000312005,['G000092865'],0.151946,0.1756467,0.1783385
G000312025,['G000183565'],0.13694800000000001,0.18256,0.1976675
G000312045,['G000818395'],0.197292,0.2166382,0.219531
G000312105,['G001426485'],0.18226900000000001,0.1995244,0.20044800000000002
G000312125,"['G000239695', 'G000312005', 'G000367205', 'G000603945', 'G001428365']",0.243761,0.2533915,0.2533915
G000312145,['G000285455'],0.0872439,0.17971969,0.20044800000000002
G000312165,['G000312265'],0.028405700000000002,0.0371012,0.041003250000000005
G000312185,['G001264245'],0.0331502,0.04405868,0.04535635
G000312205,"['G000307995', 'G001706385']",0.018867500000000002,0.025444880000000003,0.02247035
G000312245,['G001885655'],0.000312573,0.0253262073,0.02460625
G000312265,['G000010625'],0.016386599999999998,0.03516855,0.04079355
G000312285,['G000981785'],0.034024900000000004,0.038416740000000005,0.0396325
G000312325,['G000308255'],0.00028831,0.148395631,0.159146
G000312345,['G000159635'],0.167688,0.1938416,0.20044800000000002
G000312365,['G000308255'],0.154223,0.1693278,0.170926
G000312385,['G000092225'],0.161822,0.20317039999999997,0.21089699999999997
G000312405,['G001437235'],0.027600599999999996,0.20033796,0.219531
G000312425,"['G000009985', 'G000265245', 'G000381265', 'G000425365', 'G000518365', 'G001306995', 'G001418005', 'G001476815']",0.243761,0.2476132,0.243761
G000312445,"['G000238215', 'G000768955', 'G001444445']",0.23010999999999998,0.2396657,0.243761
G000312505,['G000146345'],0.164662,0.1770353,0.178173
G000312525,['G000273375'],0.11575899999999999,0.1434684,0.14680349999999998
G000312545,"['G000046705', 'G001932215', 'G001932235']",0.0943778,0.10664155,0.0965308
G000312565,['G000708545'],0.154223,0.15997340000000002,0.159146
G000312605,['G000278215'],0.00108342,0.123365642,0.152
G000312665,['G001542405'],0.102997,0.1992392,0.21089699999999997
G000312705,['G000521175'],0.08480139999999999,0.18082753999999998,0.18585
G000312725,['G001578075'],0.0397669,0.0416387,0.04156990000000001
G000313175,['G001568365'],0.0097316,0.13011616,0.1395275
G000313345,['G000632715'],0.0151342,0.15917611,0.17659750000000002
G000313385,['G000017785'],2.3827399999999998e-05,0.00024006934,0.000264084
G000313565,['G001305055'],0.06745839999999999,0.22534021999999998,0.263022
G000313915,['G000406945'],0.23010999999999998,0.25587859999999996,0.263022
G000314005,"['G000175415', 'G000176895', 'G000210375', 'G000307915', 'G000317105', 'G000829235', 'G000973065', 'G001611905']",0.263022,0.26961379999999996,0.263022
G000314405,['G000583775'],0.014766499999999998,0.13716852,0.14672345
G000314575,"['G000719265', 'G001606005']",0.219531,0.2348197,0.2369355
G000314675,['G000308295'],0.13097899999999998,0.1848447,0.20044800000000002
G000314735,['G000218565'],0.167688,0.19862239999999998,0.20044800000000002
G000314895,['G000259175'],0.18226900000000001,0.2497294,0.263022
G000314935,['G000212335'],0.0150285,0.17137644,0.1783385
G000314955,['G000212335'],0.0155619,0.16964958,0.184109
G000314975,['G000260965'],0.19173099999999998,0.24353219999999998,0.243761
G000314995,"['G000315075', 'G000347635']",0.203604,0.2742097,0.295981
G000315015,['G000767305'],0.0121679,0.15979617,0.15649
G000315035,['G000428905'],4.769060000000001e-05,0.23150726906,0.263022
G000315055,"['G000315015', 'G000767305']",0.17440799999999998,0.2084354,0.197292
G000315075,['G000347635'],0.000191626,0.2307971626,0.263022
G000315095,['G000296795'],0.243761,0.2841672,0.295981
G000315235,['G000245555'],0.11778499999999999,0.2240889,0.243761
G000315365,['G000214435'],0.167688,0.2225609,0.23010999999999998
G000315445,"['G000185885', 'G000224515', 'G000245795', 'G000498295', 'G000934465', 'G001074355', 'G001403875', 'G001436115', 'G001618885', 'G001687565', 'G900156125']",0.263022,0.263022,0.263022
G000315465,"['G000146895', 'G000160615']",0.197292,0.2061222,0.203604
G000315485,['G001318345'],0.161822,0.2042843,0.203604
G000315505,['G000431435'],0.10684500000000001,0.2287043,0.243761
G000315525,['G001421665'],0.14382999999999999,0.1631308,0.16617500000000002
G000315565,['G000828075'],0.129604,0.210569,0.2369355
G000315585,['G000934435'],0.024525799999999997,0.12730174,0.141201
G000315795,['G900100455'],0.197292,0.2315379,0.2369355
G000316115,['G000482245'],0.164662,0.2828491,0.295981
G000316515,['G000153045'],0.159146,0.2076274,0.21089699999999997
G000316575,['G000332295'],0.167688,0.210396,0.219531
G000316605,['G001904615'],0.18676099999999998,0.25098739999999997,0.2533915
G000316625,['G001298445'],0.11778499999999999,0.2167072,0.23010999999999998
G000316645,['G000009705'],0.167688,0.2001073,0.203604
G000316665,"['G000300115', 'G001586785']",0.243761,0.2789452,0.295981
G000316685,"['G000010625', 'G000012885', 'G000021565', 'G000021825', 'G000147355', 'G000152845', 'G000196515', 'G000203855', 'G000263355', 'G000312165', 'G000312185', 'G000312265', 'G000316625', 'G000316645', 'G000317065', 'G000317145', 'G000317225', 'G000317555', 'G000332055', 'G000332095', 'G000332315', 'G000374825', 'G000380225', 'G000614585', 'G000744105', 'G000787675', 'G000812665', 'G000981785', 'G001264245', 'G001293565', 'G001424525', 'G001548455', 'G001578075', 'G001586785', 'G001690445', 'G001693745', 'G001698445', 'G001704955', 'G001706385', 'G001795535', 'G001858025', 'G001870225', 'G001904645', 'G001904655', 'G001913845', 'G001982205', 'G900111115']",0.295981,0.295981,0.295981
G000317025,['G001904635'],0.0412845,0.26391955,0.295981
G000317045,['G000775285'],0.243761,0.2676877,0.263022
G000317065,"['G000426925', 'G001890765']",0.263022,0.2893892,0.295981
G000317085,"['G000175835', 'G000175855', 'G001432185', 'G001676585', 'G001858115']",0.263022,0.27950149999999996,0.27950149999999996
G000317105,['G000307915'],0.23010999999999998,0.2657663,0.263022
G000317125,['G000317555'],0.243761,0.2841672,0.295981
G000317145,['G000380225'],0.263022,0.2926851,0.295981
G000317205,['G001904645'],0.0556462,0.12193977,0.1204595
G000317225,['G001904645'],0.0195632,0.1233376,0.138572
G000317245,['G001275395'],0.0762985,0.12294894,0.122812
G000317265,['G000317285'],0.000508006,0.20528670059999998,0.22482049999999998
G000317285,['G000317265'],0.000508006,0.2075152006,0.22482049999999998
G000317305,['G001428895'],0.178173,0.1934401,0.19173099999999998
G000317435,"['G000332295', 'G000734895']",0.243761,0.2591698,0.263022
G000317475,['G000214075'],0.06236749999999999,0.22672384999999998,0.263022
G000317495,['G000340565'],0.243761,0.2610959,0.263022
G000317515,"['G000155555', 'G000204075', 'G001672205']",0.243761,0.25724369999999996,0.263022
G000317535,"['G000521175', 'G001858025']",0.18226900000000001,0.20882889999999998,0.215214
G000317555,['G001904655'],0.053940300000000004,0.26325903,0.295981
G000317575,['G000756305'],0.243761,0.2610959,0.263022
G000317595,['G001418475'],0.11675999999999999,0.1354719,0.138603
G000317615,['G000317635'],0.21089699999999997,0.26769719999999997,0.263022
G000317635,['G000317615'],0.21089699999999997,0.2841767,0.295981
G000317655,['G001747005'],0.12571500000000002,0.24718489999999999,0.263022
G000317675,"['G000317655', 'G000332235', 'G001548115']",0.219531,0.24419639999999998,0.243761
G000317795,['G000144915'],0.263022,0.2926851,0.295981
G000317835,"['G000381345', 'G000519345']",0.23010999999999998,0.2545135,0.263022
G000317855,['G000006785'],0.0766828,0.1752382,0.18978050000000002
G000317895,['G000196175'],0.0782587,0.23223204,0.2533915
G000317935,['G000318015'],0.011264299999999998,0.14653609,0.1734655
G000317975,['G000744375'],0.161822,0.22409469999999998,0.23010999999999998
G000317995,['G000298435'],0.000312573,0.0028960089,0.00344529
G000318015,['G000317935'],0.011264299999999998,0.14885408,0.1749785
G000318095,['G000184945'],0.21089699999999997,0.245756,0.243761
G000318135,['G000383795'],0.243761,0.28746309999999997,0.295981
G000318255,['G000271925'],0.0293293,0.16033630999999998,0.18978050000000002
G000318295,['G000173675'],0.07095139999999998,0.15876594,0.17659750000000002
G000318335,['G000308055'],0.03883880000000001,0.220025,0.295981
G000319245,['G000340905'],0.149777,0.2099161,0.23010999999999998
G000319385,['G000510265'],0.151946,0.2782816,0.295981
G000319575,['G001715285'],0.243761,0.28746309999999997,0.295981
G000320345,['G000732905'],9.55247e-05,0.17054281837,0.23010999999999998
G000320365,['G000379845'],0.178173,0.2710166,0.27950149999999996
G000320405,"['G001405015', 'G001485185']",0.219531,0.2466194,0.243761
G000320465,['G000325165'],0.000239895,0.0003272369,0.0003368905
G000320945,"['G000008465', 'G000401175']",0.0312752,0.16743344,0.2084355
G000321025,['G000311825'],0.109331,0.1510662,0.15342650000000002
G000321165,['G000311845'],0.170926,0.2234409,0.23010999999999998
G000321185,['G001243895'],0.23010999999999998,0.2520264,0.2533915
G000321205,['G000312145'],0.197292,0.232373,0.243761
G000321415,['G000227685'],0.08340410000000001,0.22034361,0.2369355
G000323285,['G000323785'],0.000215742,0.0007620452999999999,0.0008308055000000001
G000323565,"['G000324505', 'G000324985']",0.000508006,0.0006018449,0.000606639
G000323585,['G000323725'],0.00038558099999999997,0.0004737121,0.00047118500000000005
G000323645,['G000324265'],0.00014350299999999998,0.0002909565,0.0003004415
G000323725,['G000324985'],0.000215742,0.0003492099,0.0003368905
G000323785,['G000323285'],0.000215742,0.0008728444,0.000969267
G000323825,['G000324685'],0.000215742,0.00046685119999999997,0.0005080245
G000324005,['G000323645'],0.000191626,0.0004030583,0.00041001
G000324145,['G000324905'],0.000191626,0.0006646893,0.00070586
G000324265,['G000323645'],0.00014350299999999998,0.0003444122,0.000361208
G000324305,['G000324985'],0.000336872,0.0004517018,0.00044668150000000005
G000324445,['G000323645'],0.000264084,0.0004618507,0.00044668150000000005
G000324485,['G000324005'],0.00058191,0.0007984998,0.000830728
G000324505,['G000323725'],0.000312573,0.0004248204,0.0004222155
G000324625,['G000324725'],0.00058191,0.0007059708,0.00069341
G000324685,['G000324725'],0.000167546,0.0004547185,0.000508006
G000324725,['G000324685'],0.000167546,0.0004767077,0.0005080245
G000324905,['G000324145'],0.000191626,0.0006744127,0.0007307605
G000324985,"['G000323725', 'G000325145']",0.000215742,0.0003151497,0.000312591
G000325085,['G000324145'],0.000532603,0.0007786056999999999,0.000768169
G000325145,"['G000323645', 'G000324985']",0.000215742,0.0003370747,0.0003368905
G000325165,['G000320465'],0.000239895,0.0004248347,0.000434439
G000325245,['G000320465'],0.00038558099999999997,0.0005007952999999999,0.000508006
G000325265,['G000325285'],0.000215742,0.0005330813,0.000581929
G000325285,['G000325265'],0.000215742,0.0006320907,0.0006561735
G000325665,['G001676785'],0.151946,0.2303911,0.263022
G000325705,"['G000744275', 'G900119185']",0.243761,0.2591698,0.263022
G000325745,['G000183665'],0.263022,0.2926851,0.295981
G000327045,"['G000025485', 'G000585215']",0.219531,0.2381109,0.243761
G000327285,['G000157995'],0.13694800000000001,0.2070688,0.219531
G000327485,['G000304355'],0.263022,0.2926851,0.295981
G000327505,['G000025665'],0.263022,0.2926851,0.295981
G000328305,"['G000022025', 'G000238915', 'G001484605']",0.203604,0.21043589999999998,0.21089699999999997
G000328565,['G001583415'],0.161822,0.1758363,0.1762905
G000328625,"['G000803105', 'G001403595', 'G900109585']",0.263022,0.2860933,0.295981
G000328665,['G001896725'],0.167688,0.26667219999999997,0.263022
G000328685,['G000337675'],0.11019300000000001,0.1771794,0.19173099999999998
G000328705,['G000716755'],0.142009,0.1833176,0.18924599999999997
G000328765,['G001485475'],0.164662,0.2423985,0.263022
G000328945,['G000299365'],0.000336872,0.1324867872,0.1303345
G000330705,['G001005905'],0.161822,0.24961079999999997,0.263022
G000330725,"['G000298295', 'G000383955']",0.263022,0.2893892,0.295981
G000330745,['G000195185'],0.0259767,0.14013819,0.12036465
G000330885,['G000426285'],0.100846,0.1790967,0.1945115
G000330925,['G001725075'],0.0106116,0.02603184,0.0250806
G000331005,['G000091305'],0.13694800000000001,0.1460597,0.145727
G000331025,"['G000023445', 'G000425265', 'G000711735']",0.23010999999999998,0.2512223,0.263022
G000331105,['G000383955'],0.23010999999999998,0.2729144,0.263022
G000331225,['G000420765'],0.100152,0.22803500000000002,0.243761
G000331245,['G001713435'],0.147707,0.2254088,0.23010999999999998
G000331285,['G000422985'],0.156619,0.20077609999999999,0.21089699999999997
G000331305,['G000020025'],0.243761,0.2676877,0.263022
G000331515,['G000730475'],0.18226900000000001,0.202396,0.203604
G000331535,"['G000008605', 'G000026005', 'G000158275', 'G000179615', 'G000186265', 'G000196315', 'G000209515', 'G000209815', 'G000226295', 'G000237205', 'G000243135', 'G000244895', 'G000295935', 'G000296795', 'G000298295', 'G000346615', 'G000374085', 'G000378725', 'G000379025', 'G000381965', 'G000383715', 'G000423565', 'G000423585', 'G000427295', 'G000429465', 'G000620985', 'G000687915', 'G000688335', 'G000739535', 'G000751675', 'G000759025', 'G000980835', 'G000987765', 'G001261715', 'G001263795', 'G001276605', 'G001294745', 'G001304105', 'G001304505', 'G001418105', 'G001430825', 'G001440475', 'G001443605', 'G001464625', 'G001657315', 'G001676785', 'G001772955', 'G001777945', 'G001802785', 'G001802805', 'G001803025', 'G001803105', 'G001803165', 'G001803345', 'G001803365', 'G001804635', 'G001804665', 'G001873185', 'G001999965', 'G002011575', 'G900100435', 'G900103665', 'G900105035', 'G900107065', 'G900110895', 'G900113045', 'G900114975', 'G900116615', 'G900129295']",0.295981,0.295981,0.295981
